df
50
1.1964390987309577
8.187389601980396e-4
1.0010225716006576
0.2021161096800021
0.1529922274574797
0.3762587232131353
0.14820368413306276
0.0021999999999999797
0.06379999999999997
0.0021999999999999797
0.06359999999999999
0.0021999999999999797
0.06340000000000001
-0.11752174897202029
0.12463020067396717
0.24215194964598746
0.9978
-0.07294310360768821
0.0770308909312251
0.1499739945389133
0.9364
-0.11920622640600297
0.1212987122852397
0.24050493869124265
0.9978
NA
NA
NA
0
-0.12085663871909993
0.11858041162392853
0.23943705034302848
0.9978
-0.07441923411962521
0.07497931676485031
0.14939855088447554
0.9366
