df
125
1.1982553059384915
6.05560298913008e-4
1.0001032384714081
0.20169385509085855
0.11804350228525644
0.37524948180441425
0.11452424308667004
3.9999999999995595e-4
0.06399999999999995
1.9999999999997797e-4
0.06399999999999995
1.9999999999997797e-4
0.06379999999999997
-0.07447667030704289
0.07779325947156747
0.15226992977861037
0.9998
-0.04073952294996217
0.04263168077494654
0.08337120372490872
0.9362
-0.07525677164908001
0.0766530769135242
0.15190984856260423
0.9998
-0.04099122022522206
0.0422599838779006
0.08325120410312266
0.936
-0.075963991103612
0.07562651674243709
0.1515905078460491
0.9996
-0.041237522274906874
0.04201246045163098
0.08324998272653784
0.9364
