df
150
1.1986869331460863
6.154374682899398e-4
0.9999959268263368
0.2015251967162775
0.11744314082807109
0.3750695041850355
0.11430433059574327
1.9999999999997797e-4
0.06140000000000001
1.9999999999997797e-4
0.06140000000000001
1.9999999999997797e-4
0.06140000000000001
-0.06796124510032009
0.07094744864092276
0.13890869374124284
0.9998
-0.03715093758779438
0.03895918139767434
0.07611011898546872
0.9382
-0.06864023955580323
0.07001939110494025
0.1386596306607435
0.9998
-0.037371291030715084
0.038649624647850996
0.07602091567856609
0.9386
-0.06921118259182438
0.06920380605321379
0.13841498864503818
0.9998
-0.037570322463276316
0.038448071757195675
0.07601839422047199
0.9382
