df
125
1.1982553059292633
7.084640405432875e-4
0.9999646967350386
0.20159095135708352
0.1850735271072062
0.37526250713615084
0.18014519441982613
0.0050000000000000044
0.05720000000000003
0.0046000000000000485
0.056599999999999984
0.0046000000000000485
0.056400000000000006
-0.07437558877174805
0.07789797383627713
0.15227356260802516
0.9954
-0.05132550971086944
0.05380138935738153
0.10512689906825097
0.943
-0.07515568295309531
0.07675784272790878
0.15191352568100408
0.9954
-0.05172812631086318
0.05324047400252792
0.1049686003133911
0.9436
-0.07586287108404272
0.07573128873362654
0.15159415981766924
0.995
-0.05208689302455517
0.05280624960722275
0.10489314263177793
0.9428
